vendorid,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,ratecodeid,store_and_fwd_flag,pulocationid,dolocationid,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount,congestion_surcharge
1,2019-10-23T16:41:04.000,2019-10-23T17:17:40.000,2,1.70,1,N,162,246,1,21.5,3.5,0.5,1,0,0.3,26.8,2.5
2,2019-10-23T15:58:34.000,2019-10-23T16:30:34.000,2,4.40,1,N,113,48,2,21.5,1,0.5,0,0,0.3,25.8,2.5
2,2019-10-23T16:44:42.000,2019-10-24T16:30:34.000,2,0.54,1,N,239,239,2,4,1,0.5,0,0,0.3,8.3,2.5
2,2019-10-23T16:51:02.000,2019-10-23T17:02:24.000,2,2.20,1,N,143,166,1,10,1,0.5,1.4,0,0.3,15.7,2.5
2,2019-10-23T16:08:20.000,2019-10-23T16:24:28.000,1,1.69,1,N,236,162,1,11,1,0.5,1.5,0,0.3,16.8,2.5
1,2019-10-23T16:06:59.000,2019-10-23T16:19:16.000,1,0.80,1,N,237,237,1,8.5,3.5,0.5,2.55,0,0.3,15.35,2.5
2,2019-10-23T16:25:39.000,2019-10-23T16:48:13.000,2,2.17,1,N,144,170,1,15,1,0.5,3.86,0,0.3,23.16,2.5
2,2019-10-23T16:56:04.000,2019-10-23T17:13:17.000,2,2.04,1,N,164,211,1,12,1,0.5,3.26,0,0.3,19.56,2.5
2,2019-10-23T15:59:53.000,2019-10-24T15:53:35.000,1,9.37,1,N,236,217,2,40,1,0.5,0,0,0.3,44.3,2.5
2,2019-10-23T16:19:17.000,2019-10-23T16:32:33.000,1,2.30,1,N,142,166,1,11,1,0.5,3.06,0,0.3,18.36,2.5
2,2019-10-23T16:52:17.000,2019-10-23T17:18:08.000,1,4.05,1,N,236,113,1,18.5,1,0.5,4.56,0,0.3,27.36,2.5
2,2019-10-23T16:45:04.000,2019-10-23T16:55:16.000,1,0.88,1,N,229,163,1,8,1,0.5,2.46,0,0.3,14.76,2.5
2,2019-10-23T16:58:07.000,2019-10-23T17:07:28.000,1,0.81,1,N,163,162,2,7,1,0.5,0,0,0.3,11.3,2.5
2,2019-10-23T16:06:45.000,2019-10-23T16:13:03.000,3,0.94,1,N,226,129,2,6,1,0.5,0,0,0.3,7.8,0
1,2019-10-23T16:22:22.000,2019-10-23T17:07:13.000,1,8.60,1,N,138,49,1,34,1,0.5,8.9,0,0.3,44.7,0
2,2019-10-23T16:01:22.000,2019-10-23T16:04:39.000,1,0.60,1,N,142,239,1,4,1,0.5,0.7,0,0.3,9,2.5
2,2019-10-23T16:15:07.000,2019-10-23T16:27:59.000,1,1.73,1,N,43,263,1,10,1,0.5,1,0,0.3,15.3,2.5
2,2019-10-23T16:51:35.000,2019-10-23T17:00:51.000,1,1.40,1,N,162,107,1,8,1,0.5,1,0,0.3,13.3,2.5
2,2019-10-23T16:15:34.000,2019-10-23T16:26:46.000,1,1.39,1,N,140,229,2,9,1,0.5,0,0,0.3,13.3,2.5
2,2019-10-23T16:30:18.000,2019-10-23T16:37:41.000,1,1.23,1,N,229,170,1,6.5,1,0.5,1.5,0,0.3,12.3,2.5
2,2019-10-23T16:41:57.000,2019-10-23T17:01:46.000,1,4.14,1,N,233,74,2,16,1,0.5,0,0,0.3,20.3,2.5
1,2019-10-23T16:50:46.000,2019-10-23T16:55:03.000,1,1.10,1,N,141,263,1,5.5,3.5,0.5,1.35,0,0.3,11.15,2.5
1,2019-10-23T16:56:43.000,2019-10-23T17:10:36.000,1,1.40,1,N,263,162,1,10,3.5,0.5,2.86,0,0.3,17.16,2.5
2,2019-10-23T16:47:15.000,2019-10-23T17:04:16.000,2,2.43,1,N,107,162,2,13,1,0.5,0,0,0.3,17.3,2.5
2,2019-10-23T16:00:49.000,2019-10-23T16:37:53.000,2,4.04,1,N,249,97,2,23.5,1,0.5,0,0,0.3,27.8,2.5
2,2019-10-23T16:44:48.000,2019-10-23T16:48:52.000,2,0.44,1,N,65,97,2,4.5,1,0.5,0,0,0.3,6.3,0
2,2019-10-23T16:45:33.000,2019-10-23T17:19:30.000,2,4.35,1,N,114,140,1,22,1,0.5,5.26,0,0.3,31.56,2.5
1,2019-10-23T16:34:27.000,2019-10-23T16:48:28.000,1,2.60,1,N,231,68,1,12,3.5,0.5,3.25,0,0.3,19.55,2.5
1,2019-10-23T16:54:46.000,2019-10-23T17:09:37.000,1,1.50,1,N,186,163,1,10.5,3.5,0.5,2.95,0,0.3,17.75,2.5
2,2019-10-23T16:02:04.000,2019-10-23T16:07:00.000,1,0.80,1,N,237,263,1,5,1,0.5,1.86,0,0.3,11.16,2.5
2,2019-10-23T16:37:23.000,2019-10-23T16:49:11.000,1,1.58,1,N,161,233,2,9,1,0.5,0,0,0.3,13.3,2.5
2,2019-10-23T16:50:29.000,2019-10-23T17:09:41.000,1,0.89,1,N,233,164,1,12,1,0.5,4.89,0,0.3,21.19,2.5
1,2019-10-23T16:22:31.000,2019-10-23T16:36:05.000,2,1.50,1,N,107,233,1,10,3.5,0.5,2,0,0.3,16.3,2.5
1,2019-10-23T16:37:35.000,2019-10-23T16:54:40.000,1,2.60,1,N,233,144,1,13,3.5,0.5,3.45,0,0.3,20.75,2.5
1,2019-10-23T16:57:44.000,2019-10-23T17:13:18.000,1,2.30,1,N,144,246,1,12,3.5,0.5,2.45,0,0.3,18.75,2.5
2,2019-10-23T16:01:36.000,2019-10-23T16:04:42.000,1,0.49,1,N,229,233,2,4,1,0.5,0,0,0.3,8.3,2.5
2,2019-10-23T16:20:53.000,2019-10-23T16:52:40.000,2,2.86,1,N,233,50,1,19.5,1,0.5,4.76,0,0.3,28.56,2.5
2,2019-10-23T16:42:02.000,2019-10-23T17:33:42.000,1,10.85,1,N,132,61,2,42,1,0.5,0,0,0.3,43.8,0
1,2019-10-23T16:08:02.000,2019-10-23T16:14:51.000,1,1.00,1,N,230,48,1,6.5,3.5,0.5,2.7,0,0.3,13.5,2.5
1,2019-10-23T16:16:16.000,2019-10-23T16:22:04.000,1,1.00,1,N,48,68,1,6,3.5,0.5,2.55,0,0.3,12.85,2.5
1,2019-10-23T16:22:52.000,2019-10-23T16:35:07.000,1,2.20,1,N,68,125,2,10,3.5,0.5,0,0,0.3,14.3,2.5
1,2019-10-23T16:07:37.000,2019-10-23T16:12:12.000,1,0.90,1,N,43,239,2,5,3.5,0.5,0,0,0.3,9.3,2.5
2,2019-10-23T16:00:58.000,2019-10-23T16:16:19.000,1,1.59,1,N,249,164,1,10.5,1,0.5,2.22,0,0.3,17.02,2.5
2,2019-10-23T16:20:36.000,2019-10-23T16:43:34.000,1,3.31,1,N,100,236,2,16.5,1,0.5,0,0,0.3,20.8,2.5
2,2019-10-23T16:47:10.000,2019-10-23T17:04:01.000,1,1.89,1,N,236,239,1,12,1,0.5,1.8,0,0.3,18.1,2.5
2,2019-10-23T16:23:53.000,2019-10-23T17:20:14.000,1,7.19,1,N,186,144,2,35.5,1,0.5,0,0,0.3,39.8,2.5
2,2019-10-23T16:17:19.000,2019-10-23T16:26:58.000,1,1.30,1,N,107,79,1,8,1,0.5,2,0,0.3,14.3,2.5
2,2019-10-23T16:07:19.000,2019-10-23T16:17:17.000,2,0.94,1,N,236,262,1,8,1,0.5,2.46,0,0.3,14.76,2.5
2,2019-10-23T16:18:27.000,2019-10-23T16:20:59.000,2,0.64,1,N,262,263,2,4,1,0.5,0,0,0.3,8.3,2.5
2,2019-10-23T16:41:22.000,2019-10-23T16:49:15.000,2,1.03,1,N,236,262,2,7,1,0.5,0,0,0.3,11.3,2.5
2,2019-10-23T16:53:36.000,2019-10-23T16:59:53.000,2,0.91,1,N,263,262,1,6,1,0.5,3.09,0,0.3,13.39,2.5
2,2019-10-23T16:22:02.000,2019-10-23T17:38:42.000,1,11.67,1,N,138,239,2,50.5,1,0.5,0,6.12,0.3,60.92,2.5
2,2019-10-23T16:03:26.000,2019-10-23T16:25:26.000,1,2.16,1,N,164,237,1,13.5,1,0.5,3.56,0,0.3,21.36,2.5
2,2019-10-23T16:29:59.000,2019-10-23T16:36:52.000,1,0.65,1,N,237,162,2,6,1,0.5,0,0,0.3,10.3,2.5
1,2019-10-23T16:43:35.000,2019-10-23T17:00:44.000,2,1.40,1,N,68,211,2,11.5,3.5,0.5,0,0,0.3,15.8,2.5
2,2019-10-23T16:08:41.000,2019-10-23T16:40:43.000,1,5.28,1,N,125,237,1,22.5,1,0.5,4.02,0,0.3,30.82,2.5
2,2019-10-23T16:47:48.000,2019-10-23T17:06:25.000,1,1.17,1,N,161,237,1,12,1,0.5,3.26,0,0.3,19.56,2.5
2,2019-10-23T16:05:04.000,2019-10-23T16:13:53.000,2,1.48,1,N,229,170,1,7.5,1,0.5,2.36,0,0.3,14.16,2.5
2,2019-10-23T16:19:37.000,2019-10-23T16:38:53.000,2,1.01,1,N,234,164,2,12,1,0.5,0,0,0.3,16.3,2.5
2,2019-10-23T16:42:41.000,2019-10-23T17:43:33.000,2,11.27,1,N,161,138,1,41.5,1,0.5,15.58,6.12,0.3,67.5,2.5
1,2019-10-23T16:18:18.000,2019-10-23T16:47:08.000,1,6.00,1,N,87,230,1,24,3.5,0.5,5.65,0,0.3,33.95,2.5
1,2019-10-23T16:54:33.000,2019-10-23T17:16:45.000,2,2.50,1,N,161,246,1,15,3.5,0.5,3.85,0,0.3,23.15,2.5
2,2019-10-23T15:58:15.000,2019-10-23T16:11:30.000,2,2.20,1,N,87,158,2,10.5,1,0.5,0,0,0.3,14.8,2.5
2,2019-10-23T16:18:22.000,2019-10-23T16:40:36.000,3,3.16,1,N,125,33,1,15,1,0.5,3.86,0,0.3,23.16,2.5
2,2019-10-23T16:48:40.000,2019-10-23T17:15:48.000,2,5.59,1,N,231,48,2,23,1,0.5,0,0,0.3,27.3,2.5
2,2019-10-23T16:12:16.000,2019-10-23T17:01:54.000,1,12.19,2,N,260,132,1,52,4.5,0.5,11.46,0,0.3,68.76,0
1,2019-10-23T16:19:37.000,2019-10-23T16:52:14.000,1,3.90,1,N,170,7,1,22,3.5,0.5,5.25,0,0.3,31.55,2.5
2,2019-10-23T16:29:25.000,2019-10-23T17:00:46.000,2,1.72,1,N,107,186,2,18,1,0.5,0,0,0.3,22.3,2.5
2,2019-10-23T16:11:24.000,2019-10-23T16:35:16.000,1,1.94,1,N,161,142,1,16,1,0.5,4.06,0,0.3,24.36,2.5
2,2019-10-23T16:45:09.000,2019-10-23T16:50:37.000,1,1.27,1,N,238,166,2,6.5,1,0.5,0,0,0.3,8.3,0
2,2019-10-23T16:52:33.000,2019-10-23T17:06:23.000,1,2.58,1,N,166,43,1,11.5,1,0.5,3.16,0,0.3,18.96,2.5
1,2019-10-23T16:02:18.000,2019-10-23T16:27:31.000,1,5.00,1,N,231,164,2,21.5,3.5,0.5,0,0,0.3,25.8,2.5
1,2019-10-23T16:30:20.000,2019-10-23T16:56:16.000,1,3.60,1,N,164,236,2,18,3.5,0.5,0,0,0.3,22.3,2.5
1,2019-10-23T16:11:31.000,2019-10-23T16:32:00.000,1,8.10,1,N,243,18,1,25,1,0.5,7.4,2.8,0.3,37,0
2,2019-10-23T16:22:49.000,2019-10-23T16:40:26.000,1,1.64,1,N,43,161,2,12,1,0.5,0,0,0.3,16.3,2.5
2,2019-10-23T16:41:27.000,2019-10-23T16:58:47.000,1,2.35,1,N,161,114,1,13,1,0.5,3.46,0,0.3,20.76,2.5
2,2019-10-23T16:41:30.000,2019-10-23T17:05:55.000,1,1.25,1,N,161,48,1,14.5,1,0.5,3.76,0,0.3,22.56,2.5
1,2019-10-23T16:24:13.000,2019-10-23T16:36:49.000,1,1.80,1,N,162,236,1,10,3.5,0.5,2.85,0,0.3,17.15,2.5
2,2019-10-23T16:14:35.000,2019-10-23T16:33:24.000,1,1.42,1,N,113,164,2,12.5,1,0.5,0,0,0.3,16.8,2.5
2,2019-10-23T16:37:36.000,2019-10-23T16:56:00.000,1,1.65,1,N,234,144,2,12,1,0.5,0,0,0.3,16.3,2.5
2,2019-10-23T16:57:21.000,2019-10-23T17:29:51.000,1,3.16,1,N,144,161,2,20.5,1,0.5,0,0,0.3,24.8,2.5
2,2019-10-23T16:31:02.000,2019-10-23T17:06:40.000,1,6.47,1,N,236,114,1,28,1,0.5,6.46,0,0.3,38.76,2.5
2,2019-10-23T16:51:50.000,2019-10-23T16:57:19.000,1,0.48,1,N,100,161,1,5,1,0.5,2.32,0,0.3,11.62,2.5
2,2019-10-23T16:59:35.000,2019-10-23T17:29:48.000,1,3.36,1,N,230,144,2,19.5,1,0.5,0,0,0.3,23.8,2.5
1,2019-10-23T16:41:50.000,2019-10-23T17:05:00.000,1,2.40,1,N,144,170,1,15.5,3.5,0.5,3.95,0,0.3,23.75,2.5
1,2019-10-23T16:13:17.000,2019-10-23T16:27:21.000,1,1.20,1,N,161,170,1,10,3.5,0.5,4.25,0,0.3,18.55,2.5
1,2019-10-23T16:29:15.000,2019-10-23T16:32:25.000,1,0.50,1,N,170,107,1,4,3.5,0.5,1.5,0,0.3,9.8,2.5
1,2019-10-23T16:41:18.000,2019-10-23T16:47:41.000,2,0.90,1,N,137,107,1,6,3.5,0.5,2.05,0,0.3,12.35,2.5
1,2019-10-23T16:21:47.000,2019-10-23T17:01:51.000,1,4.50,1,N,237,125,2,25,3.5,0.5,0,0,0.3,29.3,2.5
2,2019-10-23T16:12:54.000,2019-10-23T17:06:23.000,1,8.68,1,N,138,238,1,38.5,1,0.5,7.34,6.12,0.3,56.26,2.5
2,2019-10-23T16:25:10.000,2019-10-23T16:35:29.000,6,1.86,1,N,48,239,1,9,1,0.5,1,0,0.3,14.3,2.5
2,2019-10-23T16:39:45.000,2019-10-23T17:07:33.000,6,2.92,1,N,239,140,1,18.5,1,0.5,4,0,0.3,26.8,2.5
1,2019-10-23T16:45:31.000,2019-10-23T16:54:42.000,1,1.00,1,N,161,170,1,7.5,3.5,0.5,1.11,0,0.3,12.91,2.5
2,2019-10-23T16:19:52.000,2019-10-23T16:35:57.000,1,1.65,1,N,140,161,1,11,1,0.5,3.06,0,0.3,18.36,2.5
2,2019-10-23T16:48:04.000,2019-10-23T17:10:39.000,1,1.73,1,N,233,186,1,14,1,0.5,2,0,0.3,20.3,2.5
1,2019-10-23T16:34:55.000,2019-10-23T16:39:01.000,2,0.80,1,N,143,50,2,5,3.5,0.5,0,0,0.3,9.3,2.5
1,2019-10-23T16:52:42.000,2019-10-23T17:20:17.000,1,3.20,1,N,186,13,1,18,3.5,0.5,2.55,0,0.3,24.85,2.5
2,2019-10-23T16:35:02.000,2019-10-23T16:44:04.000,1,1.21,1,N,262,43,1,7.5,1,0.5,1,0,0.3,12.8,2.5
2,2019-10-23T16:46:06.000,2019-10-23T16:59:40.000,1,1.37,1,N,236,239,2,10.5,1,0.5,0,0,0.3,14.8,2.5
1,2019-10-23T16:09:50.000,2019-10-23T16:39:01.000,1,4.80,1,N,140,158,1,21.5,3.5,0.5,2,0,0.3,27.8,2.5
2,2019-10-23T16:22:23.000,2019-10-23T16:26:01.000,1,0.50,1,N,236,236,1,4.5,1,0.5,1.76,0,0.3,10.56,2.5
1,2019-10-23T16:17:48.000,2019-10-23T17:04:39.000,1,8.20,1,N,244,3,1,34,1,0.5,0,0,0.3,35.8,0
1,2019-10-23T16:14:19.000,2019-10-23T16:22:48.000,1,1.50,1,N,68,249,1,7.5,3.5,0.5,2.36,0,0.3,14.16,2.5
2,2019-10-23T16:02:39.000,2019-10-23T16:17:22.000,1,3.11,1,N,137,262,1,12.5,1,0.5,3.36,0,0.3,20.16,2.5
2,2019-10-23T16:31:00.000,2019-10-23T16:42:48.000,1,1.97,1,N,141,229,1,10.5,1,0.5,0,0,0.3,14.8,2.5
2,2019-10-23T15:53:18.000,2019-10-23T15:59:25.000,3,0.66,1,N,163,237,2,5.5,1,0.5,0,0,0.3,9.8,2.5
2,2019-10-23T16:01:54.000,2019-10-23T16:27:30.000,3,2.40,1,N,237,186,1,16.5,1,0.5,2,0,0.3,22.8,2.5
2,2019-10-23T16:44:49.000,2019-10-23T17:14:09.000,3,1.81,1,N,164,237,1,18,1,0.5,4.46,0,0.3,26.76,2.5
2,2019-10-23T16:07:11.000,2019-10-23T16:32:44.000,1,2.80,1,N,68,231,2,16.5,1,0.5,0,0,0.3,20.8,2.5
2,2019-10-23T16:39:36.000,2019-10-23T17:09:42.000,1,5.70,1,N,45,43,2,24,1,0.5,0,0,0.3,28.3,2.5
2,2019-10-23T16:07:49.000,2019-10-23T16:15:12.000,1,1.71,1,N,229,107,1,7.5,1,0.5,2.36,0,0.3,14.16,2.5
2,2019-10-23T16:42:09.000,2019-10-23T16:45:15.000,1,0.81,1,N,162,237,1,4.5,1,0.5,1.32,0,0.3,10.12,2.5
2,2019-10-23T16:18:13.000,2019-10-23T16:32:09.000,1,1.43,1,N,113,164,1,10,1,0.5,2.86,0,0.3,17.16,2.5
2,2019-10-23T16:36:29.000,2019-10-23T16:54:56.000,3,1.20,1,N,164,161,2,12,1,0.5,0,0,0.3,16.3,2.5
2,2019-10-23T16:56:42.000,2019-10-23T17:09:19.000,1,0.60,1,N,163,237,1,9,1,0.5,2.66,0,0.3,15.96,2.5
2,2019-10-23T16:25:00.000,2019-10-23T16:27:59.000,1,2.03,2,N,132,132,1,52,4.5,0.5,10,0,0.3,69.8,2.5
2,2019-10-23T16:02:06.000,2019-10-23T16:08:00.000,5,0.79,1,N,141,236,1,5.5,1,0.5,1.96,0,0.3,11.76,2.5
2,2019-10-23T16:19:31.000,2019-10-23T16:35:24.000,5,3.30,1,N,236,233,1,13,1,0.5,3.46,0,0.3,20.76,2.5
2,2019-10-23T16:52:29.000,2019-10-23T17:13:29.000,1,1.43,1,N,90,162,2,13,1,0.5,0,0,0.3,17.3,2.5
2,2019-10-23T16:01:43.000,2019-10-23T16:45:08.000,6,5.83,1,N,68,41,1,28,1,0.5,0,0,0.3,29.8,0
2,2019-10-23T16:45:46.000,2019-10-23T17:04:13.000,6,2.27,1,N,41,43,1,13,1,0.5,3.46,0,0.3,20.76,2.5
1,2019-10-23T16:25:09.000,2019-10-23T16:29:08.000,1,0.50,1,N,234,107,1,4.5,3.5,0.5,0.88,0,0.3,9.68,2.5
1,2019-10-23T16:38:59.000,2019-10-23T17:06:54.000,4,2.00,1,N,144,13,2,17,3.5,0.5,0,0,0.3,21.3,2.5
2,2019-10-23T16:29:06.000,2019-10-23T16:40:10.000,1,0.82,1,N,113,90,2,7.5,1,0.5,0,0,0.3,11.8,2.5
2,2019-10-23T16:46:14.000,2019-10-23T16:56:14.000,1,1.09,1,N,249,211,1,8,1,0.5,2.46,0,0.3,14.76,2.5
2,2019-10-23T16:58:55.000,2019-10-23T17:27:12.000,1,2.59,1,N,211,170,1,17.5,1,0.5,4.36,0,0.3,26.16,2.5
2,2019-10-23T16:54:45.000,2019-10-23T17:10:24.000,2,2.03,1,N,162,239,1,12,1,0.5,2.44,0,0.3,18.74,2.5
2,2019-10-23T16:19:41.000,2019-10-23T17:31:44.000,1,14.35,1,N,138,209,1,55.5,1,0.5,10,6.12,0.3,75.92,2.5
2,2019-10-23T16:09:23.000,2019-10-23T16:21:20.000,1,1.57,1,N,236,239,1,9.5,1,0.5,2.76,0,0.3,16.56,2.5
2,2019-10-23T16:33:47.000,2019-10-23T16:56:20.000,1,5.09,1,N,239,249,1,19.5,1,0.5,4.76,0,0.3,28.56,2.5
2,2019-10-23T16:33:18.000,2019-10-23T16:58:45.000,1,4.20,1,N,230,166,1,18.5,1,0.5,4,0,0.3,26.8,2.5
1,2019-10-23T16:09:45.000,2019-10-23T16:25:41.000,1,3.90,1,N,264,264,2,14.5,1,0.5,0,0,0.3,16.3,0
1,2019-10-23T16:29:14.000,2019-10-23T16:42:48.000,1,0.90,1,N,264,264,1,9.5,1,0.5,2.25,0,0.3,13.55,0
1,2019-10-23T16:43:48.000,2019-10-23T16:49:31.000,0,0.80,1,N,264,264,2,6,1,0.5,0,0,0.3,7.8,0
1,2019-10-23T16:53:25.000,2019-10-23T17:07:14.000,1,1.20,1,N,264,264,1,9.5,1,0.5,2.26,0,0.3,13.56,0
2,2019-10-23T16:50:49.000,2019-10-23T17:03:28.000,5,2.70,1,N,162,79,2,11,1,0.5,0,0,0.3,15.3,2.5
1,2019-10-23T16:23:23.000,2019-10-23T16:34:26.000,1,1.80,1,N,13,144,1,9.5,3.5,0.5,2.07,0,0.3,15.87,2.5
1,2019-10-23T16:36:40.000,2019-10-23T16:50:11.000,1,1.70,1,N,79,164,1,10.5,3.5,0.5,1,0,0.3,15.8,2.5
1,2019-10-23T16:59:10.000,2019-10-23T17:13:51.000,1,1.70,1,N,186,113,1,10.5,3.5,0.5,2.95,0,0.3,17.75,2.5
2,2019-10-23T16:23:54.000,2019-10-23T16:42:54.000,1,2.57,1,N,75,152,2,14,1,0.5,0,0,0.3,15.8,0
1,2019-10-23T16:50:35.000,2019-10-23T18:01:33.000,1,15.40,1,N,138,257,1,53.5,1,0.5,16.55,0,0.3,71.85,0
2,2019-10-23T16:16:44.000,2019-10-23T16:26:43.000,1,0.81,1,N,161,164,2,7.5,1,0.5,0,0,0.3,11.8,2.5
2,2019-10-23T16:26:25.000,2019-10-23T16:26:30.000,1,0.04,5,N,161,264,1,64,0,0.5,12.96,0,0.3,77.76,0
2,2019-10-23T16:32:12.000,2019-10-23T16:41:36.000,1,0.99,1,N,230,100,2,7.5,1,0.5,0,0,0.3,11.8,2.5
2,2019-10-23T16:44:48.000,2019-10-23T17:02:24.000,1,3.25,1,N,48,263,1,14,1,0.5,3.66,0,0.3,21.96,2.5
2,2019-10-23T16:24:59.000,2019-10-23T16:33:06.000,1,0.88,1,N,237,237,1,6.5,1,0.5,1,0,0.3,11.8,2.5
2,2019-10-23T16:37:44.000,2019-10-23T16:45:06.000,1,1.16,1,N,237,142,1,7,1,0.5,2.26,0,0.3,13.56,2.5
2,2019-10-23T16:36:23.000,2019-10-23T16:49:57.000,4,2.05,1,N,161,107,2,10.5,1,0.5,0,0,0.3,14.8,2.5
1,2019-10-23T16:19:54.000,2019-10-23T17:12:19.000,2,7.40,1,N,107,82,2,35.5,3.5,0.5,0,6.12,0.3,45.92,2.5
1,2019-10-23T16:04:20.000,2019-10-23T16:19:30.000,1,1.70,1,N,238,263,2,11,2.5,0.5,0,0,0.3,14.3,2.5
2,2019-10-23T16:15:12.000,2019-10-23T17:38:50.000,2,19.88,2,N,142,132,1,52,4.5,0.5,13.18,6.12,0.3,79.1,2.5
1,2019-10-23T16:44:34.000,2019-10-23T16:54:39.000,2,0.90,1,N,234,170,1,7.5,3.5,0.5,1.2,0,0.3,13,2.5
1,2019-10-23T16:12:42.000,2019-10-23T16:18:18.000,2,0.60,1,N,236,236,1,5,3.5,0.5,1,0,0.3,10.3,2.5
1,2019-10-23T16:35:28.000,2019-10-23T16:43:58.000,4,1.00,1,N,162,233,2,7,3.5,0.5,0,0,0.3,11.3,2.5
1,2019-10-23T16:45:42.000,2019-10-23T16:54:01.000,1,1.40,1,N,233,79,2,7.5,3.5,0.5,0,0,0.3,11.8,2.5
1,2019-10-23T16:57:56.000,2019-10-23T17:27:40.000,2,3.50,1,N,79,43,2,19.5,3.5,0.5,0,0,0.3,23.8,2.5
2,2019-10-23T16:29:35.000,2019-10-23T16:38:13.000,1,1.00,1,N,239,143,1,7,1,0.5,1,0,0.3,12.3,2.5
2,2019-10-23T16:18:40.000,2019-10-23T16:31:15.000,1,0.91,1,N,90,100,2,8.5,1,0.5,0,0,0.3,12.8,2.5
2,2019-10-23T16:34:24.000,2019-10-23T16:38:28.000,1,0.41,1,N,100,170,1,4.5,1,0.5,2.2,0,0.3,11,2.5
2,2019-10-23T16:04:25.000,2019-10-23T16:25:36.000,2,1.62,1,N,170,48,1,13.5,1,0.5,3.56,0,0.3,21.36,2.5
2,2019-10-23T16:29:41.000,2019-10-23T16:45:35.000,2,2.44,1,N,43,262,1,12,1,0.5,3.26,0,0.3,19.56,2.5
1,2019-10-23T16:29:58.000,2019-10-23T16:34:16.000,1,0.50,1,N,162,161,2,4.5,3.5,0.5,0,0,0.3,8.8,2.5
1,2019-10-23T16:37:23.000,2019-10-23T16:55:02.000,1,2.60,1,N,161,211,1,13,3.5,0.5,2,0,0.3,19.3,2.5
1,2019-10-23T16:11:32.000,2019-10-23T16:32:00.000,1,2.80,1,N,163,75,1,14.5,3.5,0.5,3,0,0.3,21.8,2.5
1,2019-10-23T16:50:51.000,2019-10-23T16:55:56.000,1,0.80,1,N,43,142,1,5.5,3.5,0.5,1.95,0,0.3,11.75,2.5
1,2019-10-23T16:57:30.000,2019-10-23T17:15:57.000,1,1.40,1,N,142,161,1,12,3.5,0.5,1.63,0,0.3,17.93,2.5
2,2019-10-23T16:03:30.000,2019-10-23T16:21:48.000,2,2.26,1,N,209,65,2,13,1,0.5,0,0,0.3,17.3,2.5
2,2019-10-23T16:49:29.000,2019-10-23T17:05:29.000,1,1.23,1,N,234,68,1,11,1,0.5,3.06,0,0.3,18.36,2.5
2,2019-10-23T16:39:10.000,2019-10-23T16:47:40.000,1,1.15,1,N,162,237,1,7.5,1,0.5,2.36,0,0.3,14.16,2.5
2,2019-10-23T16:58:48.000,2019-10-23T17:13:22.000,1,1.30,1,N,162,140,2,10.5,1,0.5,0,0,0.3,14.8,2.5
2,2019-10-23T16:58:36.000,2019-10-23T17:26:48.000,1,2.49,1,N,230,236,1,18,1,0.5,4.46,0,0.3,26.76,2.5
1,2019-10-23T16:15:54.000,2019-10-23T16:22:08.000,1,0.50,1,N,164,162,1,5.5,3.5,0.5,2.45,0,0.3,12.25,2.5
1,2019-10-23T16:51:12.000,2019-10-23T17:02:29.000,1,1.70,1,N,68,48,2,9,3.5,0.5,0,0,0.3,13.3,2.5
2,2019-10-23T16:18:52.000,2019-10-23T16:28:30.000,2,0.91,1,N,230,161,2,7.5,1,0.5,0,0,0.3,11.8,2.5
2,2019-10-23T16:32:45.000,2019-10-23T16:41:16.000,2,1.25,1,N,161,90,1,7.5,1,0.5,2.36,0,0.3,14.16,2.5
1,2019-10-23T16:12:44.000,2019-10-23T16:35:03.000,3,2.40,1,N,143,170,2,14.5,2.5,0.5,0,0,0.3,17.8,2.5
1,2019-10-23T16:11:46.000,2019-10-23T16:57:17.000,1,8.30,1,N,138,238,1,34.5,3.5,0.5,13.45,6.12,0.3,58.37,2.5
1,2019-10-23T16:26:36.000,2019-10-23T16:28:33.000,1,1.10,2,N,132,132,1,52,4.5,0.5,21,0,0.3,78.3,0
1,2019-10-23T16:02:44.000,2019-10-23T16:12:14.000,2,0.70,1,N,142,43,1,7,2.5,0.5,1.03,0,0.3,11.33,2.5
1,2019-10-23T16:18:34.000,2019-10-23T16:58:19.000,1,2.40,1,N,237,100,1,23.5,3.5,0.5,5.55,0,0.3,33.35,2.5
2,2019-10-23T16:25:56.000,2019-10-23T16:35:03.000,2,1.50,1,N,230,234,1,8,1,0.5,2.46,0,0.3,14.76,2.5
2,2019-10-23T16:47:43.000,2019-10-23T16:56:13.000,2,0.95,1,N,249,114,1,7,1,0.5,1.7,0,0.3,13,2.5
1,2019-10-23T16:14:29.000,2019-10-23T16:26:26.000,1,1.60,1,N,237,263,1,9.5,3.5,0.5,2.06,0,0.3,15.86,2.5
2,2019-10-23T16:47:13.000,2019-10-23T17:08:35.000,4,1.72,1,N,138,138,1,14.5,1,0.5,8.96,0,0.3,25.26,0
1,2019-10-23T16:13:51.000,2019-10-23T16:21:43.000,2,0.60,1,N,90,90,2,6.5,3.5,0.5,0,0,0.3,10.8,2.5
1,2019-10-23T16:26:29.000,2019-10-23T16:49:19.000,1,3.20,1,N,230,231,1,15.5,3.5,0.5,3.95,0,0.3,23.75,2.5
