year,month,day_of_month,day_of_week,departure_time,arrival_time,carrier,flight_number,total_flight_time,origin_airport,dest_airport,distance,delay
2007,10,20,6,2055,2240,MQ,3397,98,DFW,HSV,603,-16
2007,1,26,5,1905,44,US,239,227,PHX,DTW,1671,5
2007,9,28,5,908,1608,US,231,232,PHX,DTW,1671,-10
2007,12,28,5,1714,1727,NW,891,75,DTW,GRB,288,1
2007,9,19,3,700,853,AS,427,103,SMF,SEA,605,-19
2007,1,5,5,1700,2016,B6,457,194,BOS,FLL,1237,-4
2007,12,16,7,1130,1330,MQ,3474,198,CHS,DFW,987,19
2007,7,13,5,1410,1620,WN,1066,235,MDW,RNO,1680,90
2007,6,4,1,1010,1135,AA,317,152,LGA,ORD,733,7
2007,10,18,4,730,858,US,2022,174,DCA,BOS,399,85
2007,2,12,1,1940,2117,DL,789,79,ATL,CVG,373,-13
2007,1,15,1,1450,1610,WN,2812,97,MDW,BNA,395,54
2007,2,24,6,820,952,DL,1557,92,MCO,ATL,403,6
2007,1,23,2,1412,1525,UA,1207,126,SAT,DEN,794,1
2007,11,17,6,1010,1300,WN,3501,203,MDW,PHX,1444,-29
2007,4,25,3,1745,2050,B6,829,198,JFK,MCO,944,41
2007,7,29,7,807,915,DL,926,70,BOI,SLC,291,2
2007,1,25,4,1925,2050,WN,2083,82,PDX,SMF,479,57
2007,4,20,5,1105,1300,AA,453,176,RSW,DFW,1017,1
2007,2,11,7,1040,1357,YV,7282,147,ORD,JAX,865,67
2007,9,25,2,1950,2225,AA,1282,157,TPA,LGA,1011,74
2007,9,21,5,1630,1905,AA,257,327,JFK,LAS,2248,-9
2007,4,21,6,1340,1700,AA,368,116,ORD,LGA,733,-26
2007,10,12,5,1745,1835,WN,2329,108,SLC,LAX,590,7
2007,10,20,6,845,1021,US,1101,283,CLT,LAS,1916,10
2007,7,17,2,1010,1144,FL,211,87,BOS,PHF,464,-12
2007,3,27,2,650,830,NW,1764,97,DTW,PHL,453,39
2007,8,25,6,1120,1241,XE,431,66,SAN,MRY,376,-22
2007,3,10,6,630,825,MQ,4922,123,GRR,LGA,618,1
2007,5,21,1,810,1021,NW,805,200,BOS,MSP,1124,6
2007,3,20,2,735,1020,WN,2837,151,MCO,ALB,1073,-17
2007,1,24,3,915,1030,WN,946,78,MCI,MDW,405,2
2007,11,13,2,1920,2010,MQ,3216,46,SPS,DFW,113,-6
2007,11,14,3,950,1110,WN,67,73,SAN,SJC,417,-7
2007,11,21,3,625,955,F9,650,166,SFO,DEN,967,10
2007,10,28,7,1809,1957,FL,68,87,ATL,IAD,533,-23
2007,8,10,5,1930,2205,WN,3242,153,TPA,PHL,920,105
2007,3,10,6,2033,2220,FL,176,92,RSW,ATL,515,-13
2007,11,10,6,840,1026,DL,1661,96,ATL,MIA,595,-11
2007,12,28,5,1740,2010,UA,947,337,IAD,LAX,2288,21
2007,7,28,6,1835,2225,NW,1794,171,MEM,BOS,1139,98
2007,4,14,6,1105,1424,XE,1224,122,MDW,EWR,711,-23
2007,12,18,2,925,1235,B6,904,117,ORD,JFK,740,-13
2007,12,20,4,740,1030,MQ,4022,111,ORD,ALB,723,8
2007,3,16,5,1311,1510,US,267,110,PHX,SMF,647,-12
2007,10,15,1,630,747,OO,3917,73,DRO,SLC,338,-9
2007,3,13,2,1945,2127,US,1537,200,CLT,DEN,1337,-20
2007,10,2,2,1527,1733,FL,261,119,FNT,ATL,644,-12
2007,5,11,5,1409,1544,FL,701,81,DAY,ATL,432,-16
2007,12,27,4,2040,2338,DL,1507,186,FLL,BDL,1173,-3
2007,8,5,7,1610,1755,AA,2440,116,DFW,BNA,631,6
2007,5,4,5,1800,2339,UA,1440,215,LAX,MSY,1671,31
2007,6,6,3,2015,2147,FL,138,90,TPA,ATL,406,-12
2007,6,21,4,1415,2202,US,1829,281,LAS,PHL,2176,28
2007,9,7,5,730,831,CO,1841,52,IAH,AUS,140,-11
2007,12,19,3,800,1030,WN,1683,144,PHL,JAX,742,-4
2007,12,3,1,1820,1925,WN,433,60,LAS,SNA,226,-5
2007,6,23,6,1010,1100,WN,1908,45,PBI,TPA,174,-12
2007,3,4,7,2000,2126,US,1160,81,PHL,BTV,336,14
2007,3,1,4,1730,1855,WN,1604,74,SMF,SAN,480,28
2007,9,28,5,905,1114,CO,378,252,IAH,SFO,1635,1
2007,7,17,2,2140,2225,F9,861,100,DEN,PHX,602,-2
2007,3,21,3,1910,2037,YV,2781,83,PHX,BFL,425,0
2007,8,1,3,1120,1255,AA,1803,146,BOS,ORD,867,-8
2007,10,26,5,1210,1455,AA,1448,122,ORD,DCA,612,11
2007,5,1,2,840,1019,YV,7335,95,IAD,CHS,441,-14
2007,12,31,1,1120,1335,WN,1220,189,FLL,MDW,1166,-9
2007,9,14,5,605,712,9E,2988,50,DAY,DTW,166,-22
2007,3,1,4,640,1010,OH,5472,146,AUS,CVG,958,-4
2007,6,12,2,1427,1705,AS,199,214,SEA,ANC,1449,-5
2007,8,11,6,2040,2240,MQ,4060,44,ORD,FNT,223,-23
2007,12,3,1,2130,2251,F9,563,128,DEN,SAN,853,-9
2007,1,3,3,920,1130,WN,715,63,BNA,CMH,338,-7
2007,7,17,2,1300,1634,CO,300,131,IAH,IND,845,-25
2007,10,19,5,2145,2220,OO,2548,32,MKE,MSN,74,29
2007,1,26,5,945,1247,UA,769,159,ORD,SAT,1041,-23
2007,3,23,5,2037,2224,EV,4575,95,ATL,FWA,508,11
2007,8,20,1,940,1102,US,83,74,SNA,PHX,338,-10
2007,8,16,4,1440,1524,UA,991,50,STT,SJU,68,12
2007,6,30,6,1640,1750,WN,1219,63,BUR,OAK,325,-2
2007,6,21,4,1025,1230,WN,2574,120,MCO,BWI,787,-3
2007,1,12,5,1841,19,UA,430,207,DEN,EWR,1605,16
2007,3,22,4,835,1406,NW,802,228,LAX,MSP,1536,11
2007,12,12,3,905,1137,XE,3128,157,EWR,CAE,602,1
2007,12,8,6,1200,1430,B6,32,160,TPA,JFK,1005,4
2007,5,10,4,1655,1900,MQ,3860,121,VPS,DFW,626,-1
2007,3,6,2,1820,1950,XE,2787,97,MAF,IAH,429,-3
2007,10,15,1,2045,500,UA,84,313,HNL,LAX,2556,-4
2007,1,1,1,610,858,OO,4017,94,PDX,SLC,630,-6
2007,4,10,2,1352,1443,OO,6486,35,MKE,ORD,67,-9
2007,3,30,5,1240,1433,9E,3724,99,GSP,DTW,508,-6
2007,4,6,5,1850,2025,WN,321,90,TUS,LAX,451,4
2007,9,12,3,1950,20,WN,594,143,LAS,SAT,1069,-5
2007,10,10,3,905,1150,CO,1165,166,EWR,ATL,745,13
2007,4,2,1,1350,1510,WN,2417,72,LAS,RNO,345,-9
2007,9,25,2,1854,2222,NW,398,179,MSP,RDU,981,31
2007,5,5,6,1230,1428,DL,1087,123,FLL,ATL,581,45
2007,10,7,7,1215,1330,AA,736,69,ICT,DFW,328,-10
2007,7,18,3,1205,1310,WN,2417,166,HOU,LAS,1235,45
2007,11,25,7,1820,1950,MQ,3632,195,LEX,DFW,785,328
2007,7,4,3,605,825,AA,829,138,DCA,MIA,920,-3
2007,4,13,5,1110,1204,US,1622,54,CLT,MYR,156,13
2007,4,27,5,1640,1745,WN,1967,57,OAK,BUR,325,-5
2007,10,1,1,1200,1255,WN,24,51,HOU,DAL,239,-6
2007,4,5,4,1921,2201,UA,438,94,ORD,ROC,528,146
2007,4,11,3,1600,1709,US,207,75,ONT,PHX,325,2
2007,2,18,7,1836,1929,OO,6043,55,BFL,LAX,109,-5
2007,5,26,6,1310,1435,WN,2289,81,SMF,SAN,480,11
2007,10,21,7,915,1025,AA,1669,193,DFW,SNA,1205,-1
2007,1,2,2,1415,1655,AA,1802,107,ELP,DFW,551,10
2007,5,29,2,725,1407,DL,702,227,LAS,CVG,1678,5
2007,5,29,2,1050,1440,AA,756,167,ORD,PBI,1144,-7
2007,6,19,2,1320,1600,DL,124,116,STL,ATL,483,186
2007,12,21,5,2015,2355,AA,1710,153,DFW,IAD,1172,-2
2007,7,3,2,2025,2135,WN,1223,74,BWI,CLE,314,64
2007,11,18,7,820,951,FL,706,83,ATL,DAY,432,4
2007,7,8,7,1400,1515,MQ,4776,67,DCA,JFK,213,-17
2007,6,28,4,2000,2100,AA,1187,112,DFW,DEN,641,75
2007,3,9,5,1428,1959,DL,1016,228,PHX,ATL,1587,11
2007,2,7,3,1301,1433,AS,152,86,OTZ,ANC,549,22
2007,7,30,1,1444,2159,US,46,282,PHX,DCA,1979,310
2007,6,23,6,1525,1635,WN,2126,63,SJC,LAX,308,-8
2007,7,18,3,615,936,UA,512,137,LAX,DEN,862,-8
2007,10,9,2,2125,2305,AA,1997,225,DFW,OAK,1456,12
2007,8,17,5,2330,930,AA,238,422,LAX,SJU,3386,16
2007,3,12,1,2059,2207,US,115,71,LAS,LAX,236,6
2007,7,11,3,1852,1939,OO,5889,42,DEN,ASE,125,-12
2007,9,22,6,1910,2010,WN,2651,69,BWI,BUF,281,103
2007,6,3,7,2025,2145,AA,1659,91,ORD,MCI,403,17
2007,6,25,1,856,959,YV,7259,135,ABE,ORD,654,2
2007,7,28,6,1025,1150,F9,584,73,SLC,DEN,391,1
2007,9,20,4,1100,1355,MQ,4187,115,ORD,RIC,642,-5
2007,3,23,5,1530,1810,AA,2397,264,EWR,EGE,1725,8
2007,11,17,6,1020,1250,AA,2317,145,ORD,DFW,802,-8
2007,8,28,2,1705,1840,MQ,3768,140,GSP,DFW,862,-18
2007,12,3,1,815,915,WN,818,65,ONT,LAS,197,5
2007,10,16,2,645,755,WN,330,65,BWI,ALB,288,-4
2007,2,18,7,1035,1530,AA,1360,168,SAN,DFW,1171,-12
2007,9,2,7,1935,2040,9E,5710,62,MEM,EVV,247,-8
2007,11,5,1,1506,1719,FL,612,158,ATL,LGA,761,36
2007,7,6,5,1725,1820,WN,1126,60,DAL,SAT,248,16
2007,1,3,3,2031,2301,US,631,347,BWI,LAS,2106,23
2007,12,19,3,645,800,WN,619,78,ELP,PHX,347,2
2007,8,3,5,1152,1606,YV,7428,206,AUS,IAD,1297,8
2007,10,10,3,1016,1228,OH,4985,119,PHL,CVG,507,-22
2007,6,15,5,1945,2123,US,2049,99,BOS,DCA,399,-3
2007,6,21,4,852,940,OO,3878,120,SLC,MFR,575,8
2007,3,7,3,1340,1617,XE,2515,201,ORF,IAH,1201,71
2007,2,23,5,2244,2359,OO,6211,79,SFO,ACV,250,-2
2007,11,5,1,1829,2050,9E,4751,146,LGA,GRR,618,11
2007,10,14,7,1400,1503,DL,880,63,SAV,ATL,215,-1
2007,10,1,1,1710,1850,WN,2695,209,TPA,ABQ,1497,-13
2007,4,6,5,938,1117,NW,1255,107,MEM,DFW,432,7
2007,2,1,4,945,1204,UA,1200,144,DFW,ORD,802,4
2007,6,6,3,730,1012,DL,1711,162,PVD,ATL,903,-3
2007,1,14,7,1945,2055,OO,6717,142,DEN,PSP,776,96
2007,1,18,4,933,1031,OO,3736,74,TWF,SLC,175,15
2007,3,22,4,1845,2047,DL,759,288,ATL,LAX,1946,-12
2007,5,3,4,1646,2313,DL,1142,271,SLC,FLL,2083,14
2007,3,4,7,755,1224,CO,332,177,IAH,LGA,1416,-33
2007,11,5,1,825,1140,AA,476,139,DFW,CMH,927,18
2007,4,14,6,1145,1512,XE,2677,126,IAH,MCO,853,5
2007,12,19,3,945,1238,US,1023,154,PHL,TPA,920,-16
2007,7,30,1,1725,1835,WN,355,69,SJC,ONT,333,35
2007,5,21,1,1250,1630,WN,2052,140,AUS,MCO,993,-19
2007,6,4,1,1500,1520,YV,2715,140,ICT,PHX,870,0
2007,4,17,2,1635,1750,MQ,4668,126,JFK,BOS,187,95
2007,1,28,7,1125,1430,WN,625,180,PVD,MCO,1073,-5
2007,3,18,7,900,1155,CO,1893,148,CLE,PBI,1020,-28
2007,10,13,6,820,925,AA,1010,65,IAH,DFW,224,-5
2007,3,23,5,2050,2203,DL,500,79,ATL,DAB,366,6
2007,9,28,5,1243,1501,UA,324,73,DEN,ICT,419,-9
2007,5,16,3,800,1119,DL,1883,198,BOS,FLL,1237,-4
2007,7,8,7,1850,1947,OO,6634,115,SGF,DEN,637,91
2007,8,28,2,635,735,WN,2003,61,PHX,LAS,256,2
2007,4,26,4,1225,1340,MQ,3120,68,SJC,LAX,308,-8
2007,8,5,7,1610,1925,EV,4320,140,ATW,ATL,765,55
2007,10,31,3,1230,1343,DL,1953,60,LGA,DCA,214,-15
2007,8,24,5,1335,1407,US,1584,97,SLC,PHX,507,2
2007,9,16,7,1642,1902,OH,5149,145,LGA,CVG,585,5
2007,3,8,4,1700,1930,AA,2364,131,DFW,ORD,802,106
2007,8,15,3,840,1000,WN,148,75,SNA,OAK,371,52
2007,3,26,1,1512,1732,FL,1902,87,GPT,TPA,429,11
2007,6,12,2,928,1057,YV,2887,85,BUR,PHX,369,-7
2007,4,24,2,1350,1805,AA,466,255,DFW,PHL,1302,82
2007,11,5,1,1704,1929,EV,4611,78,EVV,ATL,350,23
2007,5,21,1,1300,1350,WN,139,58,AUS,DAL,189,6
2007,8,2,4,1656,1808,9E,5885,70,DTW,LEX,296,3
2007,7,15,7,1715,1850,WN,2276,124,PHL,MDW,668,-30
2007,9,17,1,2239,2323,NW,379,47,DTW,GRR,120,1
2007,10,8,1,715,815,WN,866,103,BWI,MDW,611,-17
2007,5,2,3,2155,2320,B6,1035,79,BUF,JFK,301,-1
2007,2,17,6,1558,1625,UA,357,83,DAY,ORD,240,5
2007,5,29,2,1450,1705,EV,4556,117,ATL,ILG,642,-20
2007,6,7,4,835,1038,XE,2752,122,EWR,GSO,446,-4
2007,6,25,1,35,454,AS,198,192,ANC,SEA,1449,6
2007,10,29,1,1410,1525,XE,2578,74,ABE,CLE,339,-11
2007,2,27,2,700,840,MQ,3780,153,FWA,DFW,859,-14
2007,7,13,5,1543,1713,EV,4513,91,ATL,SRQ,445,106
2007,8,11,6,1135,1340,MQ,4349,60,ORD,CMH,296,-7
2007,9,11,2,1706,1725,9E,5814,113,DTW,ATW,297,30
2007,12,4,2,1620,1835,MQ,4163,119,ORD,CMH,296,74
2007,8,17,5,2359,232,US,212,92,LAS,ABQ,487,-3
2007,4,21,6,1355,1647,B6,438,178,MCO,BOS,1121,0
2007,8,12,7,30,551,CO,1094,185,LAX,IAH,1379,-17
2007,10,11,4,2010,2205,WN,1400,110,TPA,ORF,717,-5
2007,8,6,1,1655,1905,WN,1471,62,PHX,ELP,347,2
2007,6,12,2,700,1105,CO,475,240,SJU,EWR,1608,-5
2007,7,12,4,940,1049,XE,2326,123,IAH,ABQ,744,-2
2007,8,17,5,50,704,AS,106,330,ANC,LAX,2345,13
2007,1,8,1,1000,1415,WN,2340,130,LAS,OKC,987,-8
2007,3,11,7,1835,2136,DL,1447,125,DFW,ATL,732,12
2007,5,20,7,1415,1515,WN,1083,54,SJC,BUR,296,-6
2007,1,24,3,615,922,OO,3982,123,BLI,SLC,757,-9
2007,5,11,5,1845,2210,XE,2386,140,IAH,AVL,834,30
2007,1,27,6,647,815,CO,1869,173,JAX,IAH,817,19
2007,12,3,1,945,1336,US,662,338,JFK,PHX,2153,-14
2007,7,13,5,1450,1718,EV,4196,134,ATL,PVD,903,28
2007,5,10,4,915,1309,CO,1751,289,SJU,IAH,2007,-5
2007,6,2,6,1612,1830,9E,5839,118,CHS,DTW,668,41
2007,1,19,5,1835,2127,YV,7458,90,ORD,CLT,599,-4
2007,2,20,2,750,958,AS,412,139,SEA,OAK,671,55
2007,11,13,2,1822,2025,OO,4041,177,DFW,SLC,988,-3
2007,12,25,2,615,735,AA,361,130,IND,DFW,762,-9
2007,1,12,5,2011,2107,OO,6214,55,SFO,FAT,158,14
2007,9,11,2,1402,2220,AQ,476,300,OGG,SAN,2541,-26
2007,10,24,3,1010,1110,MQ,3370,61,FSM,DFW,228,3
2007,10,21,7,1216,1337,EV,4485,69,ATL,LWB,369,-16
2007,3,8,4,1745,1910,WN,1778,77,OAK,SAN,446,-8
2007,9,13,4,655,1524,DL,148,318,SFO,JFK,2586,-14
2007,5,25,5,1150,1447,CO,387,362,EWR,SNA,2433,5
2007,1,10,3,1950,2148,CO,753,100,EWR,CMH,462,1
2007,6,27,3,2040,2145,WN,2311,56,LAX,LAS,236,-11
2007,12,13,4,1000,1300,AA,1587,254,PHL,DFW,1302,13
2007,5,15,2,1658,2243,UA,1470,233,DEN,MIA,1709,18
2007,1,4,4,1200,1400,WN,296,245,MDW,LAS,1521,10
2007,4,30,1,1305,1440,AA,1757,151,LGA,STL,887,-9
2007,1,28,7,1715,1820,WN,594,64,DAL,LBB,293,2
2007,1,12,5,1519,1625,US,1182,73,DCA,BUF,296,11
2007,10,2,2,650,805,WN,623,70,SMF,ONT,389,-8
2007,2,2,5,953,1111,US,421,85,PHX,ELP,347,17
2007,3,6,2,1555,1745,WN,742,208,MCI,SMF,1442,-27
2007,8,4,6,1210,2003,B6,178,487,PHX,JFK,2153,7
2007,8,14,2,1705,1820,OO,3731,74,SGU,SLC,269,-8
2007,3,3,6,1030,1115,9E,5836,98,DTW,BNA,457,-10
2007,2,15,4,1043,1219,NW,1184,94,DTW,BDL,548,18
2007,4,1,7,1620,1725,WN,1830,132,ALB,MDW,717,10
2007,11,13,2,1010,1240,WN,783,80,OAK,BOI,511,-12
2007,3,16,5,1005,1130,WN,391,87,BUR,PHX,369,17
2007,11,16,5,1357,1443,NW,1773,62,DTW,MBS,98,16
2007,9,1,6,1525,1835,AA,1525,173,LGA,MIA,1097,-19
2007,5,22,2,1416,1529,UA,665,112,ATL,ORD,606,-27
2007,7,22,7,1100,1715,WN,1972,245,SLC,BWI,1864,-6
2007,11,1,4,1200,1922,US,185,247,PHX,FLL,1972,-2
2007,6,29,5,1715,1825,YV,7495,63,RDU,IAD,224,2
2007,4,13,5,1853,2148,NW,1115,169,RSW,DTW,1085,-3
2007,5,20,7,700,843,US,2,201,ORD,PHX,1440,-22
2007,10,20,6,1455,1553,YV,2855,57,PHX,FLG,119,-6
2007,4,12,4,1106,1215,FL,932,62,JAX,ATL,270,3
2007,10,24,3,2005,2125,WN,2567,86,OAK,SNA,371,9
2007,1,10,3,1030,1205,9E,5648,90,MSP,STL,449,-8
2007,2,26,1,1636,1744,UA,1434,79,LAX,LAS,236,21
2007,6,5,2,1315,1455,WN,813,94,DAL,STL,546,-5
2007,1,4,4,745,1041,FL,291,123,HOU,ATL,696,5
2007,1,3,3,630,734,DL,1908,56,LGA,BOS,185,-7
2007,2,20,2,700,951,CO,1481,170,SRQ,EWR,1034,9
2007,3,18,7,1849,2023,EV,4544,80,FAY,ATL,331,59
2007,12,13,4,1505,1605,WN,1662,113,IAD,MDW,577,-8
2007,1,7,7,1025,1231,OH,5396,120,JAX,CVG,614,-11
2007,1,29,1,1700,1823,YV,7374,90,IAD,GSP,383,7
2007,9,15,6,1055,1345,YV,7355,100,BNA,IAD,542,-20
2007,9,18,2,1515,1704,DL,1175,96,IAD,ATL,533,-16
2007,11,26,1,1510,1659,AA,2003,178,BOS,ORD,867,9
2007,2,2,5,2120,2223,OO,4077,123,SLC,OAK,588,29
2007,8,8,3,1605,1845,DL,680,159,ATL,BOS,946,13
2007,7,30,1,1535,1730,MQ,4896,133,CLT,LGA,544,45
2007,10,23,2,1925,2150,WN,702,136,HOU,MDW,937,-10
2007,1,17,3,2019,2145,OO,6507,105,OAK,LAX,337,33
2007,2,17,6,630,735,WN,978,57,LAS,LAX,236,-10
2007,3,19,1,1610,2348,US,76,271,LAS,BWI,2106,-8
2007,8,25,6,800,1044,US,62,338,BOS,LAS,2381,4
2007,7,17,2,2200,2314,YV,7445,82,IAD,CLE,288,-2
2007,7,15,7,720,835,WN,252,65,MDW,BNA,395,-9
2007,3,27,2,1945,2210,WN,702,135,HOU,MDW,937,-13
2007,10,15,1,1510,1641,FL,831,90,MCO,ATL,403,-4
2007,9,10,1,840,1154,CO,1626,372,EWR,SAN,2425,-3
2007,11,1,4,2000,2130,WN,1570,87,SAN,SMF,480,14
2007,2,5,1,645,823,US,1583,118,PHL,CLT,448,21
2007,3,7,3,538,730,FL,72,101,FLL,ATL,581,-13
2007,3,1,4,1415,1512,XE,2631,57,IAH,LFT,201,0
2007,7,30,1,2015,2125,AA,2232,54,STL,ORD,258,13
2007,9,1,6,1305,1415,OO,5464,64,FAT,LAX,209,-8
2007,8,2,4,1540,1900,CO,539,175,MIA,EWR,1086,-26
2007,8,10,5,1400,1450,WN,467,45,DAL,AUS,189,27
2007,1,15,1,1622,1947,DL,1857,202,BOS,MCO,1121,15
2007,11,10,6,1145,1245,WN,2032,54,SJC,BUR,296,11
2007,10,31,3,1224,1512,EV,4465,181,MHT,ATL,952,19
2007,3,22,4,1005,1105,WN,2372,52,HOU,MSY,303,45
2007,10,10,3,1500,1730,AA,247,341,MIA,LAX,2342,11
2007,8,10,5,1118,1401,NW,423,170,MCO,DTW,957,3
2007,10,1,1,1850,2240,CO,644,161,IAH,CLE,1091,-14
2007,2,8,4,1055,1430,WN,857,136,PDX,PHX,1009,-19
2007,2,13,2,1100,1220,B6,1305,76,JFK,IAD,228,20
2007,4,13,5,2125,2233,XE,2603,70,IAH,HRL,295,28
2007,3,8,4,945,1144,DL,1135,117,MIA,ATL,595,-5
2007,11,24,6,600,844,FL,536,178,BOS,ATL,946,9
2007,9,8,6,1847,1958,DL,1064,110,ATL,IAH,689,-23
2007,6,14,4,755,900,WN,2,65,DAL,MAF,319,1
2007,5,11,5,1229,1416,US,515,116,SMF,PHX,647,37
2007,1,2,2,2000,2210,WN,2930,69,SAN,TUS,367,17
2007,3,8,4,725,1047,XE,2182,138,IAH,RSW,861,19
2007,11,19,1,1615,1740,WN,578,81,SFO,LAX,337,93
2007,1,3,3,1225,1355,WN,2386,91,SAN,SMF,480,7
2007,7,27,5,1520,1750,AA,1835,269,ORD,SFO,1846,21
2007,9,7,5,835,1024,NW,1543,167,IAD,MSP,908,-9
2007,9,25,2,1408,1526,OO,5642,66,SBA,SFO,262,-19
2007,9,28,5,1200,1315,WN,773,70,JAN,HOU,359,-4
2007,6,12,2,1450,1554,OH,5562,59,TYS,CVG,226,-10
2007,10,1,1,1915,2009,EV,4606,58,ATL,AGS,143,4
2007,1,4,4,1639,1808,OO,6671,111,DEN,SLC,391,79
2007,7,21,6,1235,1355,WN,1117,68,SAN,SJC,417,-16
2007,3,26,1,1125,1220,EV,4290,128,ATL,SGF,563,13
2007,10,4,4,1255,1502,DL,713,125,BUF,ATL,712,88
2007,2,28,3,1415,1622,US,1770,135,CLT,BOS,728,18
2007,10,19,5,1006,1104,AS,73,56,ANC,FAI,261,18
2007,8,30,4,1830,2002,EV,4360,66,ATL,CVG,373,334
2007,4,27,5,855,955,WN,826,114,BWI,MDW,611,-8
2007,2,5,1,1940,2107,XE,2830,69,IAH,JAN,351,-18
2007,3,11,7,1015,1153,YV,7258,102,SAV,IAD,515,36
2007,12,29,6,1448,1959,CO,594,187,LAX,IAH,1379,6
2007,12,26,3,1235,1357,OO,5479,70,SFO,BFL,238,-16
2007,12,8,6,1840,2110,AA,1261,150,DCA,MIA,920,73
2007,10,8,1,705,937,NW,500,106,MSP,IND,503,14
2007,1,16,2,1825,1935,WN,2310,63,BWI,PVD,328,-8
2007,2,23,5,705,740,WN,219,97,AUS,ELP,528,-1
2007,9,6,4,710,1016,UA,458,117,ORD,PHL,678,-14
2007,7,9,1,1350,1629,9E,5906,95,MEM,CLT,512,82
2007,12,14,5,1510,1905,AA,2252,164,JAC,ORD,1162,1
2007,11,25,7,1355,1640,AA,810,97,ORD,DCA,612,-13
2007,10,11,4,1541,2130,UA,354,265,DEN,BOS,1754,137
2007,12,7,5,1130,1442,UA,25,444,JFK,LAX,2475,69
2007,3,12,1,830,930,WN,7,106,DAL,HOU,239,45
2007,10,15,1,900,1150,B6,146,154,FLL,JFK,1069,-24
2007,5,11,5,540,632,CO,240,63,AUS,IAH,140,9
2007,5,15,2,840,1020,MQ,3958,86,ORD,LIT,552,34
2007,9,7,5,1500,1640,DL,305,93,CVG,ATL,373,-9
2007,2,23,5,1200,1352,DL,1674,110,PHF,ATL,508,-5
2007,10,11,4,1222,1430,OO,5729,140,RDM,SFO,462,2
2007,7,25,3,1152,1457,DL,1898,166,PBI,LGA,1035,-19
2007,1,17,3,1610,1915,CO,1718,197,EWR,TPA,998,11
2007,7,22,7,2125,2206,FL,564,93,ATL,BMI,533,100
2007,2,16,5,1246,1315,AQ,83,29,KOA,OGG,84,168
2007,8,8,3,1530,1634,XE,304,169,AUS,ONT,1197,-16
2007,4,19,4,1330,1641,CO,44,196,MIA,EWR,1086,4
2007,12,22,6,2035,2349,US,1549,338,PHL,SEA,2378,13
2007,8,8,3,645,815,NW,346,85,DTW,BWI,408,-10
2007,9,7,5,1514,1746,FL,142,93,STL,ATL,483,-4
2007,8,9,4,1950,2154,DL,1714,131,CVG,LGA,585,22
2007,5,22,2,640,830,AS,236,96,PDX,SFO,550,-22
2007,6,19,2,1106,1235,OO,2005,126,ATL,HOU,696,-24
2007,5,5,6,600,800,MQ,4101,122,OKC,ORD,693,-2
2007,6,5,2,2125,2251,EV,4533,87,ATL,MLB,443,23
2007,8,15,3,1200,1330,XE,2453,85,OKC,IAH,395,-8
2007,1,5,5,650,815,WN,2841,149,SAT,PHX,843,4
2007,11,23,5,630,930,CO,1701,171,EWR,FLL,1065,-13
2007,8,16,4,655,830,WN,1117,88,BNA,MCI,491,64
2007,10,5,5,1220,1340,XE,2773,77,IAH,JAN,351,1
2007,12,22,6,1400,1555,AA,1043,183,MCO,DFW,984,4
2007,5,4,5,1750,1944,US,1854,97,CLT,EWR,529,66
2007,4,24,2,625,837,XE,2706,123,EWR,CVG,569,3
2007,8,24,5,1115,1240,XE,2630,75,IAH,OKC,395,-18
2007,1,4,4,1905,1955,WN,161,57,OAK,RNO,180,39
2007,11,29,4,630,905,YV,2763,99,CLD,PHX,306,-6
2007,6,24,7,1959,2120,OO,6387,82,SFO,PSP,421,-4
2007,4,16,1,1445,1555,WN,30,64,DAL,AMA,324,12
2007,7,25,3,1730,2003,XE,221,81,ABQ,OKC,510,6
2007,12,31,1,1340,1550,AA,862,209,PBI,ORD,1144,42
2007,2,16,5,1825,2110,EV,4236,127,LAX,SLC,590,22
2007,9,21,5,1930,2231,B6,448,171,TPA,BOS,1185,61
2007,1,21,7,1030,1323,DL,1476,179,BOS,ATL,946,3
2007,12,7,5,720,1010,AA,1686,104,ORD,RDU,647,-7
2007,3,25,7,1238,1425,EV,4278,93,CHS,CVG,497,-9
2007,4,21,6,740,1110,B6,415,175,BOS,FLL,1237,-32
2007,8,12,7,2240,2359,MQ,4761,61,JFK,DCA,213,-22
2007,2,5,1,1006,1105,NW,743,122,DTW,MSP,528,8
2007,4,9,1,1450,1545,AA,836,48,DFW,OKC,175,92
2007,1,29,1,1515,1635,MQ,3571,73,DFW,JAN,408,-10
2007,7,26,4,1648,1823,FL,194,113,ATL,IND,432,33
2007,12,13,4,2225,607,US,1485,260,SFO,PIT,2254,-22
2007,2,17,6,2030,2146,EV,4198,56,ATL,GNV,300,-10
2007,4,13,5,1520,1630,B6,72,84,JFK,SYR,209,17
2007,8,20,1,615,714,NW,957,122,MCO,MEM,683,-1
2007,2,11,7,630,939,EV,4519,115,CID,ATL,694,-16
2007,11,26,1,2255,2,FL,579,66,ATL,CHS,259,6
2007,6,27,3,1215,1315,WN,20,59,DAL,LBB,293,5
2007,8,17,5,1301,1515,US,1830,145,MCO,PIT,834,13
2007,3,29,4,1302,1445,UA,562,102,SFO,PDX,550,-2
2007,7,24,2,1745,1910,WN,447,77,LAS,SJC,386,19
2007,6,4,1,2010,2205,WN,1902,118,BWI,JAX,663,46
2007,2,4,7,832,919,YV,2819,43,PHX,TUS,110,-5
